track_id,reward_score
fma_000226,1.0098975896835327
fma_000228,-0.2612980604171753
fma_000236,0.06447669863700867
fma_000237,-1.2362747192382812
fma_000238,-1.7390305995941162
fma_000246,-0.8348273634910583
fma_000247,-1.6943767070770264
fma_000248,0.12081139534711838
fma_000249,0.0022937580943107605
fma_000250,-1.138648271560669
fma_000251,-0.7613580822944641
fma_000252,-0.7253764867782593
fma_000253,-1.4127906560897827
fma_000254,-0.5169678330421448
fma_000255,-1.5190834999084473
fma_000256,-0.0637863352894783
fma_000257,-0.8681502342224121
fma_000258,-0.5910723209381104
fma_000273,-1.8658756017684937
fma_000274,-1.6471130847930908
fma_000275,-3.8110110759735107
fma_000276,-2.400041341781616
fma_000277,-1.8689205646514893
fma_000281,-2.0896646976470947
fma_000282,-2.623126745223999
fma_000284,-2.228529691696167
fma_000285,-1.7200641632080078
fma_000293,-3.1070709228515625
fma_000294,-3.1195149421691895
fma_000297,-3.053628921508789
fma_000300,-2.702441930770874
fma_000303,-1.8956998586654663
fma_000304,-1.1911579370498657
fma_000305,-0.5067375898361206
fma_000306,-2.701317310333252
fma_000307,-2.398345708847046
fma_000308,-0.4218665361404419
fma_000309,-1.577211856842041
fma_000310,-0.9358432292938232
fma_000311,-1.7634882926940918
fma_000312,-3.226975202560425
fma_000313,-0.6161683797836304
fma_000314,-1.3724033832550049
fma_000315,-0.9367647171020508
fma_000316,-2.779005527496338
fma_000317,-2.4341118335723877
fma_000318,-3.6102373600006104
fma_000319,-0.6680906414985657
fma_000320,-3.0166618824005127
fma_000321,-1.5161099433898926
fma_000322,-1.9548163414001465
fma_000323,-1.2991729974746704
fma_000324,-1.2528934478759766
fma_000325,-2.269634246826172
fma_000326,-2.9628593921661377
fma_000327,-1.7876801490783691
fma_000328,-1.4655587673187256
fma_000330,-2.8117003440856934
fma_000331,-1.305694580078125
fma_000332,-2.5296990871429443
fma_000333,-3.1188509464263916
fma_000334,-2.8686795234680176
fma_000335,-1.6632118225097656
fma_000336,-2.2882847785949707
fma_000337,-2.6003029346466064
fma_000338,-2.4552114009857178
fma_000339,-3.029468297958374
fma_000340,-1.3443925380706787
fma_000341,-2.2276766300201416
fma_000342,-2.658888101577759
fma_000343,-2.4733026027679443
fma_000344,-2.65250563621521
fma_000345,-1.9381924867630005
fma_000346,-1.6650500297546387
fma_000347,-1.7249959707260132
fma_000348,-2.9458558559417725
fma_000349,-2.6599273681640625
fma_000350,-2.071246385574341
fma_000351,-2.259319305419922
fma_000352,-2.2652335166931152
fma_000353,-1.9745254516601562
fma_000354,-2.217906951904297
fma_000355,-2.544722318649292
fma_000356,-2.562262773513794
fma_000357,-2.2135798931121826
fma_000358,-0.9620569944381714
fma_000359,-1.1234993934631348
fma_000360,-2.7622392177581787
fma_000361,-2.0356874465942383
fma_000362,-2.2062361240386963
fma_000363,-1.9476211071014404
fma_000364,-2.385004758834839
fma_000365,-2.809394121170044
fma_000366,-2.797475814819336
fma_000367,-2.8712105751037598
fma_000368,-2.092928171157837
fma_000369,-2.0122902393341064
fma_000370,-2.6818597316741943
fma_000371,-1.859174132347107
fma_000384,-1.8458311557769775
fma_000385,-0.3536028265953064
fma_000386,-0.4649377167224884
fma_000387,-1.0199248790740967
fma_000393,-3.1030423641204834
fma_000394,-3.916576623916626
fma_000395,-2.7427499294281006
fma_000396,-3.2143514156341553
fma_000397,-2.7667295932769775
fma_000398,-0.9647225737571716
fma_000399,-2.90136456489563
fma_000400,-2.4547479152679443
fma_000401,-3.1848180294036865
fma_000402,-1.7302398681640625
fma_000403,-1.7221343517303467
fma_000404,-1.9212709665298462
fma_000405,-2.750377893447876
fma_000406,-2.2683913707733154
fma_000407,-1.5672343969345093
fma_000408,-2.6523702144622803
fma_000410,-2.63228702545166
fma_000411,-0.973541796207428
fma_000412,-2.0791409015655518
fma_000414,-2.291975736618042
fma_000416,-2.4109981060028076
fma_000417,-0.9075198769569397
fma_000418,-0.4358215034008026
fma_000419,-1.719322681427002
fma_000420,-1.32297945022583
fma_000421,-1.5074138641357422
fma_000422,-1.0346693992614746
fma_000423,0.006452424451708794
fma_000424,-2.832467794418335
fma_000425,-0.3274630606174469
fma_000426,-3.417501211166382
fma_000427,-4.01262092590332
fma_000428,-3.6478054523468018
fma_000429,-3.453336477279663
fma_000430,-3.9902279376983643
fma_000431,-2.7355546951293945
fma_000432,-4.25497579574585
fma_000433,-4.4557390213012695
fma_000434,-4.150415420532227
fma_000435,-4.03010368347168
fma_000436,-1.4134467840194702
fma_000437,-2.273772716522217
fma_000438,-0.84345543384552
fma_000439,-2.0651161670684814
fma_000440,-3.47045636177063
fma_000441,-3.127648115158081
fma_000442,-1.600235939025879
fma_000443,-2.15792179107666
fma_000444,-1.478813648223877
fma_000445,-2.3233401775360107
fma_000446,-1.6156771183013916
fma_000447,-2.3411853313446045
fma_000448,-1.9385936260223389
fma_000449,-1.225724697113037
fma_000450,-1.9761135578155518
fma_000451,-2.707791805267334
fma_000452,-1.1655433177947998
fma_000458,0.43017056584358215
fma_000459,-0.2313424050807953
fma_000461,1.1974893808364868
fma_000462,0.9528035521507263
fma_000463,2.2351746559143066
fma_000464,0.614321768283844
fma_000465,0.1038043275475502
fma_000466,-1.4695851802825928
fma_000467,0.1418302059173584
fma_000468,-2.951031446456909
fma_000469,0.5447784066200256
fma_000470,-2.6735899448394775
fma_000471,-1.1638774871826172
fma_000472,-2.153291940689087
fma_000473,-2.259877920150757
fma_000474,-2.242652416229248
fma_000475,-1.5607354640960693
fma_000476,-2.960865020751953
fma_000477,-1.8847906589508057
fma_000478,0.8266387581825256
fma_000479,-1.4767833948135376
fma_000480,-1.7804722785949707
fma_000481,-2.4896719455718994
fma_000482,-1.522462248802185
fma_000483,0.8008816242218018
fma_000484,-0.18026059865951538
fma_000485,-2.4181811809539795
fma_000486,-1.3083631992340088
fma_000487,-1.4904614686965942
fma_000489,-3.043555736541748
fma_000490,-1.7011401653289795
fma_000491,-1.6305636167526245
fma_000492,-1.7794636487960815
fma_000493,-0.8187206387519836
fma_000495,-1.6895933151245117
fma_000496,-1.5999233722686768
fma_000497,-1.6033828258514404
fma_000498,-1.4952473640441895
fma_000500,-2.6582534313201904
fma_000501,-1.3451573848724365
fma_000502,-0.5715851783752441
fma_000503,-2.456667184829712
fma_000504,-1.9086371660232544
fma_000506,-1.7848796844482422
fma_000507,0.4473201632499695
fma_000508,-1.4962633848190308
fma_000509,-0.5944146513938904
fma_000510,-1.6808712482452393
fma_000511,0.8217999339103699
fma_000512,-1.4182686805725098
fma_000513,-2.9275271892547607
fma_000514,-2.2933385372161865
fma_000515,-0.3390313684940338
fma_000516,-0.946955144405365
fma_000517,-2.2828009128570557
fma_000520,-1.155746579170227
fma_000521,-1.9999830722808838
fma_000522,-0.7002227902412415
fma_000523,-0.10750363022089005
fma_000524,0.16026753187179565
fma_000525,-1.451935052871704
fma_000526,1.1588994264602661
fma_000527,0.28004732728004456
fma_000528,-0.1600288450717926
fma_000529,-0.6631943583488464
fma_000530,-1.68040132522583
fma_000531,-0.580108106136322
fma_000532,1.302626609802246
fma_000533,1.5720157623291016
fma_000534,-1.1288504600524902
fma_000535,-1.7546085119247437
fma_000536,-1.3910936117172241
fma_000537,-1.7356619834899902
fma_000538,-2.2814841270446777
fma_000539,-1.5475614070892334
fma_000540,-1.1024765968322754
fma_000541,-1.6689040660858154
fma_000542,-2.1376218795776367
fma_000543,-2.5285887718200684
fma_000544,-1.6744534969329834
fma_000545,-1.993091344833374
fma_000546,-1.615785837173462
fma_000547,-1.670449137687683
fma_000548,-2.6826303005218506
fma_000549,-2.5001132488250732
fma_000550,-0.1388990581035614
fma_000554,2.3646788597106934
fma_000555,1.0877878665924072
fma_000556,1.1854758262634277
fma_000557,1.9290940761566162
fma_000558,-0.9814488291740417
fma_000559,1.5972115993499756
fma_000560,1.6539993286132812
fma_000561,1.299811840057373
fma_000562,0.8474166989326477
fma_000563,2.261937141418457
fma_000564,-1.4280807971954346
fma_000565,0.9651461839675903
fma_000566,1.196692705154419
fma_000567,1.8716744184494019
fma_000568,1.0262012481689453
fma_000569,0.7744549512863159
fma_000570,1.130098819732666
fma_000571,0.8672983050346375
fma_000572,1.3205009698867798
fma_000573,-0.39542919397354126
fma_000574,1.4633138179779053
fma_000575,-0.6400399208068848
fma_000576,-0.9421094655990601
fma_000577,-0.31185242533683777
fma_000578,-1.5456135272979736
fma_000579,-0.711881697177887
fma_000580,0.01077738031744957
fma_000583,-1.8750989437103271
fma_000584,-0.02212420105934143
fma_000585,0.6005970239639282
fma_000586,0.7182907462120056
fma_000587,-1.5937144756317139
fma_000588,-1.6486085653305054
fma_000589,-1.1903436183929443
fma_000590,2.0426461696624756
fma_000591,1.9903717041015625
fma_000592,1.7187626361846924
fma_000593,2.1515495777130127
fma_000601,-1.2870550155639648
fma_000602,1.385467767715454
fma_000603,-2.2468514442443848
fma_000604,-0.743998110294342
fma_000605,-2.1416280269622803
fma_000606,-1.6577732563018799
fma_000607,-1.6593140363693237
fma_000608,-0.5163439512252808
fma_000609,-1.3528187274932861
fma_000610,-0.9015974998474121
fma_000611,-1.241926908493042
fma_000612,-1.1134333610534668
fma_000613,-3.507908344268799
fma_000614,-2.583101511001587
fma_000615,-1.3599615097045898
fma_000616,-2.197040557861328
fma_000617,1.6568713188171387
fma_000618,0.8510297536849976
fma_000619,-1.0761266946792603
fma_000620,0.13193239271640778
fma_000621,0.2522451877593994
fma_000622,-0.34294605255126953
fma_000623,-0.6624128818511963
fma_000624,0.36905738711357117
fma_000625,1.1401290893554688
fma_000626,-0.3174721598625183
fma_000627,0.3045209050178528
fma_000628,-0.5049095749855042
fma_000629,0.35192373394966125
fma_000630,-0.8787773847579956
fma_000631,-1.6915528774261475
fma_000633,-1.3035341501235962
fma_000634,-1.755552053451538
fma_000635,-0.40498167276382446
fma_000637,-1.1193889379501343
fma_000638,-2.2337496280670166
fma_000639,-2.0569021701812744
fma_000640,-2.018589735031128
fma_000641,-2.3083298206329346
fma_000642,2.5341193675994873
fma_000643,-2.6898553371429443
fma_000644,-0.7310066223144531
fma_000645,1.7463135719299316
fma_000646,-1.876887559890747
fma_000647,-0.8457902073860168
fma_000648,-0.7010018229484558
fma_000649,-1.569277048110962
fma_000650,-2.5059258937835693
fma_000651,-4.098114967346191
fma_000652,-2.523549795150757
fma_000653,-3.345369338989258
fma_000654,-4.16115665435791
fma_000655,-3.4672300815582275
fma_000656,-1.472225308418274
fma_000657,1.2614248991012573
fma_000658,-1.8960649967193604
fma_000659,-0.7525696754455566
fma_000660,-0.353891521692276
fma_000661,1.0873839855194092
fma_000662,-2.511362075805664
fma_000663,-1.9303348064422607
fma_000664,0.7879981398582458
fma_000665,-1.6687705516815186
fma_000666,-0.4927370846271515
fma_000667,-0.8645554780960083
fma_000668,1.3897773027420044
fma_000669,1.339942216873169
fma_000670,0.6039844155311584
fma_000671,0.7076711058616638
fma_000672,2.2058823108673096
fma_000673,2.1629974842071533
fma_000674,1.381723403930664
fma_000675,1.303296685218811
fma_000676,0.7668566107749939
fma_000677,0.7783805131912231
fma_000678,1.4780242443084717
fma_000679,1.2546465396881104
fma_000680,2.185199022293091
fma_000681,2.1014511585235596
fma_000682,1.2758911848068237
fma_000683,1.9893348217010498
fma_000684,0.8592591881752014
fma_000685,1.161800503730774
fma_000686,1.4718914031982422
fma_000687,1.3799548149108887
fma_000688,1.4302607774734497
fma_000689,1.4175693988800049
fma_000690,-0.5316908359527588
fma_000691,-0.9677700400352478
fma_000692,-1.7956230640411377
fma_000693,-2.449199676513672
fma_000694,0.7262828946113586
fma_000695,-2.6375811100006104
fma_000696,-2.002755641937256
fma_000697,-2.5065553188323975
fma_000698,-1.6084816455841064
fma_000699,-1.7362544536590576
fma_000700,-1.5489695072174072
fma_000701,-1.301668643951416
fma_000702,-2.1407835483551025
fma_000703,-0.8557823896408081
fma_000704,1.2695633172988892
fma_000705,1.402453899383545
fma_000706,0.5643137097358704
fma_000707,-0.8672083020210266
fma_000708,1.6635020971298218
fma_000709,1.7796074151992798
fma_000711,-0.3475819528102875
fma_000712,-2.2022345066070557
fma_000713,-1.132896900177002
fma_000714,-1.0292428731918335
fma_000715,-0.766973614692688
fma_000716,-0.9477337002754211
fma_000717,-0.40160876512527466
fma_000718,-1.862017035484314
fma_000719,-0.8193984627723694
fma_000720,-0.5818759799003601
fma_000721,-1.1994154453277588
fma_000722,1.7830296754837036
fma_000723,-0.5068325400352478
fma_000725,-1.7902483940124512
fma_000726,-1.6940394639968872
fma_000727,-2.1298866271972656
fma_000728,-2.306276559829712
fma_000729,-2.928077220916748
fma_000730,-2.9634926319122314
fma_000731,-3.5074360370635986
fma_000734,1.205003261566162
fma_000735,1.1648731231689453
fma_000736,-0.28725573420524597
fma_000737,-0.23377734422683716
fma_000738,-0.7563425898551941
fma_000739,-0.6983651518821716
fma_000740,1.094725251197815
fma_000741,2.042001724243164
fma_000742,-0.5733217597007751
fma_000743,-0.24371150135993958
fma_000744,1.2938036918640137
fma_000745,0.02235068380832672
fma_000747,1.356440544128418
fma_000748,1.1926796436309814
fma_000749,0.7700080275535583
fma_000750,-1.4172760248184204
fma_000751,-1.0019890069961548
fma_000752,1.1264150142669678
fma_000753,-2.1839940547943115
fma_000754,0.8667795062065125
fma_000755,-1.5673176050186157
fma_000756,1.4342877864837646
fma_000757,-0.30493927001953125
fma_000758,0.9673246145248413
fma_000759,-1.2799077033996582
fma_000760,-0.34208670258522034
fma_000761,-0.5889737606048584
fma_000762,0.34315377473831177
fma_000763,-0.8538437485694885
fma_000764,-1.6984195709228516
fma_000765,-1.0132944583892822
fma_000766,-0.4721147119998932
fma_000767,-1.4509299993515015
fma_000768,-1.4261696338653564
fma_000769,-1.4955909252166748
fma_000770,-0.8670111894607544
fma_000771,-1.4938349723815918
fma_000772,-0.5387505888938904
fma_000773,-1.1204938888549805
fma_000774,-1.480879306793213
fma_000775,-1.1777637004852295
fma_000776,-0.4886876046657562
fma_000777,-2.4134697914123535
fma_000778,-3.3358407020568848
fma_000779,-1.0985077619552612
fma_000780,-2.213348150253296
fma_000781,0.6278538703918457
fma_000782,-0.34056469798088074
fma_000783,-2.2620596885681152
fma_000784,-3.240450382232666
fma_000785,-1.0178745985031128
fma_000786,-3.5444858074188232
fma_000787,-1.2325677871704102
fma_000788,-1.701265811920166
fma_000789,-2.711672067642212
fma_000790,-1.9205546379089355
fma_000791,-3.8643038272857666
fma_000792,-1.666133999824524
fma_000793,-2.5041892528533936
fma_000794,-2.5568466186523438
fma_000795,-0.9426811337471008
fma_000796,-0.8354108929634094
fma_000797,-2.6175732612609863
fma_000798,-1.6494715213775635
fma_000799,-0.8250235915184021
fma_000800,-1.3059355020523071
fma_000801,-1.0634703636169434
fma_000803,-2.5521302223205566
fma_000804,-1.9605681896209717
fma_000805,0.7530211806297302
fma_000806,0.6695337295532227
fma_000807,-1.6277198791503906
fma_000814,1.3494526147842407
fma_000815,-3.053659677505493
fma_000816,-3.2523441314697266
fma_000817,-3.850722312927246
fma_000818,-3.533482313156128
fma_000819,-3.5930778980255127
fma_000820,-2.7707021236419678
fma_000821,1.067290186882019
fma_000822,0.7016614079475403
fma_000823,0.9301174283027649
fma_000824,-1.5951299667358398
fma_000825,-1.8022310733795166
fma_000826,-2.035951852798462
fma_000827,-2.0402863025665283
fma_000828,-2.9393937587738037
fma_000829,-1.9080027341842651
fma_000830,-2.1048829555511475
fma_000831,1.702479362487793
fma_000832,1.9615373611450195
fma_000833,1.6730616092681885
fma_000834,1.8255198001861572
fma_000835,1.5405381917953491
fma_000836,-1.7296693325042725
fma_000837,0.8068326115608215
fma_000838,1.1125028133392334
fma_000839,1.0563139915466309
fma_000840,-0.28873535990715027
fma_000841,-0.5213872790336609
fma_000842,-1.0461267232894897
fma_000843,1.0595042705535889
fma_000844,0.2016735076904297
fma_000845,1.992668628692627
fma_000846,0.08263003826141357
fma_000847,-3.1110966205596924
fma_000850,-3.6413018703460693
fma_000851,-0.2672835886478424
fma_000852,-0.3530118763446808
fma_000853,-1.2587611675262451
fma_000854,-2.853391408920288
fma_000855,-1.3229789733886719
fma_000856,-1.2409441471099854
fma_000857,-1.5484997034072876
fma_000858,-1.6643942594528198
fma_000859,-1.4186201095581055
fma_000860,-0.8156284689903259
fma_000861,-1.1421666145324707
fma_000862,-0.7716485857963562
fma_000863,-0.5296352505683899
fma_000864,-2.4211318492889404
fma_000866,-4.360648155212402
fma_000868,-1.5622315406799316
fma_000869,-0.4867834746837616
fma_000870,-1.6328051090240479
fma_000871,-0.725409209728241
fma_000872,-2.9224815368652344
fma_000873,-1.3062598705291748
fma_000874,-1.397658109664917
fma_000875,-2.0465402603149414
fma_000876,-0.9540956616401672
fma_000877,-4.162015914916992
fma_000878,-2.601609468460083
fma_000879,-2.0816214084625244
fma_000880,-1.1292531490325928
fma_000881,-1.0090357065200806
fma_000882,-3.220731735229492
fma_000883,-1.363954782485962
fma_000885,-3.5135252475738525
fma_000886,-1.2976012229919434
fma_000887,-2.7438852787017822
fma_000888,-3.1466269493103027
fma_000889,-1.1425631046295166
fma_000890,-0.8628488779067993
fma_000891,0.5657678246498108
fma_000892,0.6637175679206848
fma_000893,0.5581232905387878
fma_000894,0.9805920124053955
fma_000895,-0.6051331758499146
fma_000896,-0.3720744252204895
fma_000897,-4.2900800704956055
fma_000898,-0.1855652630329132
fma_000899,-1.757182240486145
fma_000900,-1.0309607982635498
fma_000901,-1.6312220096588135
fma_000902,-2.1719489097595215
fma_000903,-0.20633229613304138
fma_000904,-1.477846384048462
fma_000905,-0.5604684948921204
fma_000906,-1.9122207164764404
fma_000907,-1.882524013519287
fma_000908,-1.3226385116577148
fma_000909,-0.7264381051063538
fma_000910,-4.29737663269043
fma_000911,-1.3366129398345947
fma_000912,-2.078500509262085
fma_000913,-2.4843404293060303
fma_000914,-3.0460445880889893
fma_000915,-3.438920259475708
fma_000916,-3.4681060314178467
fma_000917,-3.095130205154419
fma_000918,-3.11936616897583
fma_000919,-1.3102293014526367
fma_000920,-1.9014811515808105
fma_000921,-3.6298274993896484
fma_000922,-2.6196048259735107
fma_000923,-1.9981510639190674
fma_000924,-2.9309964179992676
fma_000925,-2.687633752822876
fma_000926,-1.716875672340393
fma_000927,-1.0204193592071533
fma_000928,-3.2499239444732666
fma_000929,0.599869430065155
fma_000930,-2.1761157512664795
fma_000931,-2.6364495754241943
fma_000932,-0.9635189175605774
fma_000933,-2.335859775543213
fma_000934,-1.5671459436416626
fma_000935,-3.097552537918091
fma_000936,-2.884739637374878
fma_000937,-2.985625982284546
fma_000938,-2.424480676651001
fma_000939,-2.238461494445801
fma_000940,-2.7722158432006836
fma_000941,-2.1960132122039795
fma_000942,-3.325953483581543
fma_000943,-2.477788209915161
fma_000944,-1.5545061826705933
fma_000945,-2.653843402862549
fma_000946,-3.3290975093841553
fma_000947,-1.9667446613311768
fma_000948,-2.14511775970459
fma_000949,-2.0702455043792725
fma_000950,-1.6537221670150757
fma_000951,-3.010361909866333
fma_000952,-1.979137897491455
fma_000953,-2.6829586029052734
fma_000954,-2.330343723297119
fma_000955,-2.381993532180786
fma_000956,-2.323007106781006
fma_000957,-3.54003643989563
fma_000958,-2.2490100860595703
fma_000959,-2.6989169120788574
fma_000960,-2.536613702774048
fma_000961,-2.774360179901123
fma_000962,-1.8984954357147217
fma_000963,-3.2213079929351807
fma_000964,-3.3552229404449463
fma_000965,-2.8526499271392822
fma_000966,-2.432964563369751
fma_000967,-2.3296475410461426
fma_000968,-3.6248366832733154
fma_000969,-2.178679943084717
fma_000970,-2.6262457370758057
fma_000971,-3.506632089614868
fma_000972,-2.526487350463867
fma_000973,-2.964247703552246
fma_000974,-2.598670721054077
fma_000975,-1.2833895683288574
fma_000976,-2.586252450942993
fma_000977,-2.2578749656677246
fma_000978,-1.6135241985321045
fma_000979,-2.652155637741089
fma_000980,-3.1704461574554443
fma_000981,-0.9088630080223083
fma_000982,-1.3678865432739258
fma_000983,-2.1567189693450928
fma_000984,-1.8861606121063232
fma_000985,-1.5624310970306396
fma_000986,-1.6617332696914673
fma_000987,-1.2987072467803955
fma_000988,-1.7009121179580688
fma_000989,-2.633481025695801
fma_000990,-2.1308085918426514
fma_000991,-1.340728759765625
fma_000992,-1.9103739261627197
fma_000993,-0.29809609055519104
fma_000995,-2.8246140480041504
fma_000996,-2.381251335144043
fma_000997,-3.7782626152038574
fma_000998,-2.5479371547698975
fma_000999,-3.5175139904022217
fma_001000,-3.2668211460113525
fma_001001,-4.243259906768799
fma_001002,-2.3877923488616943
fma_001003,-4.53141975402832
fma_001004,-3.1893081665039062
fma_001006,-1.685005784034729
fma_001007,0.16890627145767212
fma_001009,-0.3756410777568817
fma_001013,-0.7396689057350159
fma_001014,-1.201564908027649
fma_001015,-0.7559602856636047
fma_001016,-1.5364186763763428
fma_001017,-0.8273250460624695
fma_001018,-0.032070234417915344
fma_001019,-3.2410926818847656
fma_001020,-2.1270527839660645
fma_001021,-2.21695876121521
fma_001022,-0.41616255044937134
fma_001023,-0.949806809425354
fma_001024,-1.5085923671722412
fma_001025,-3.1310670375823975
fma_001026,-1.0882022380828857
fma_001027,-2.313471794128418
fma_001028,-2.885887861251831
fma_001029,1.5328888893127441
fma_001030,-2.2287375926971436
fma_001031,-2.1330511569976807
fma_001032,-1.0603991746902466
fma_001033,-4.191322326660156
fma_001034,-2.428009271621704
fma_001035,-3.2551701068878174
fma_001036,-1.8232780694961548
fma_001037,-1.1353178024291992
fma_001038,0.9632536768913269
fma_001039,-0.7177550196647644
fma_001040,-1.18690824508667
fma_001041,-1.9019956588745117
fma_001042,-1.692741870880127
fma_001043,-1.3389769792556763
fma_001044,-2.573216199874878
fma_001045,-1.8397715091705322
fma_001046,-1.5137791633605957
fma_001047,-2.888028383255005
fma_001048,-1.7060880661010742
fma_001049,-0.5784734487533569
fma_001050,-0.44445791840553284
fma_001051,-2.8631105422973633
fma_001052,-0.47220608592033386
fma_001058,-0.44917944073677063
fma_001059,-0.5065283179283142
fma_001060,-1.2731153964996338
fma_001061,-1.059368371963501
fma_001062,-1.2072030305862427
fma_001063,-1.4112859964370728
fma_001064,-1.8681918382644653
fma_001066,-2.2287607192993164
fma_001067,-3.0808675289154053
fma_001068,-2.469788074493408
fma_001069,-2.9837262630462646
fma_001070,-1.3683212995529175
fma_001071,-1.868435025215149
fma_001072,-3.480642795562744
fma_001073,-2.5549967288970947
fma_001074,-1.0481046438217163
fma_001075,-3.1218676567077637
fma_001076,0.21358224749565125
fma_001077,-0.37281832098960876
fma_001078,-0.28375518321990967
fma_001079,-0.7189643979072571
fma_001080,0.28946295380592346
fma_001081,-0.4212988317012787
fma_001082,-0.800544261932373
fma_001083,-0.4242704510688782
fma_001084,-2.781158208847046
fma_001085,-0.5903175473213196
fma_001086,-0.5613899827003479
fma_001087,-0.7449548840522766
fma_001088,-1.2158679962158203
fma_001089,0.07701520621776581
fma_001090,0.9188140034675598
fma_001091,-0.4985949695110321
fma_001092,-2.63199520111084
fma_001093,-2.316793441772461
fma_001094,-2.040095090866089
fma_001095,-2.4507665634155273
fma_001096,-2.0233075618743896
fma_001097,-2.9829747676849365
fma_001098,-1.1889076232910156
fma_001099,-1.973909616470337
fma_001100,-2.4892642498016357
fma_001101,-2.3506710529327393
fma_001102,-1.2759597301483154
fma_001105,-1.359673023223877
fma_001106,-1.6855113506317139
fma_001107,-1.3435300588607788
fma_001108,-0.9371362328529358
fma_001110,-0.8177067637443542
fma_001111,-2.596266031265259
fma_001113,-1.4550418853759766
fma_001116,-2.432993173599243
fma_001117,0.41812649369239807
fma_001118,-0.5675647854804993
fma_001119,1.1789131164550781
fma_001120,-2.8764684200286865
fma_001121,-1.3660337924957275
fma_001122,-3.8159372806549072
fma_001123,-1.2437503337860107
fma_001124,1.5173951387405396
fma_001125,-1.6316065788269043
fma_001126,-1.6892778873443604
fma_001127,-1.0656589269638062
fma_001128,1.249159336090088
fma_001129,-0.4010944962501526
fma_001130,-0.5134923458099365
fma_001131,0.9310895800590515
fma_001133,0.6719313859939575
fma_001135,1.5466512441635132
fma_001136,-1.1484955549240112
fma_001138,-2.1287853717803955
fma_001140,1.085301399230957
fma_001141,-1.5562925338745117
fma_001142,-0.863753080368042
fma_001143,-2.201227903366089
fma_001144,-0.6332694888114929
fma_001145,-1.5406231880187988
fma_001146,-2.5893938541412354
fma_001147,0.1771659553050995
fma_001148,-2.138005495071411
fma_001149,-0.7609434127807617
fma_001150,-0.6598623394966125
fma_001151,2.2399401664733887
fma_001152,1.7029643058776855
fma_001153,1.4057111740112305
fma_001154,2.014383316040039
fma_001155,-0.0740712583065033
fma_001156,1.1426444053649902
fma_001157,-0.1696634292602539
fma_001158,0.1682034730911255
fma_001159,0.8162965178489685
fma_001160,0.8625153303146362
fma_001161,0.11060675233602524
fma_001162,0.9744294881820679
fma_001163,-0.9614376425743103
fma_001164,-0.1863372027873993
fma_001165,-0.7297907471656799
fma_001166,-0.549506664276123
fma_001167,0.9058409929275513
fma_001168,-0.4396109879016876
fma_001169,1.3586463928222656
fma_001170,-0.5536797642707825
fma_001171,-0.22022852301597595
