track_id,reward_score,audio_path
mtat_american_bach_soloists-j_s__bach__cantatas_volume_v-04-gleichwie_der_regen_und_schnee_vom_himmel_fallt_bwv_18_iv_aria__mein_seelenschatz_ist_gottes_wort-146-175,-0.07249605655670166,mp3/0/american_bach_soloists-j_s__bach__cantatas_volume_v-04-gleichwie_der_regen_und_schnee_vom_himmel_fallt_bwv_18_iv_aria__mein_seelenschatz_ist_gottes_wort-146-175.mp3
mtat_american_bach_soloists-j_s__bach__cantatas_volume_v-04-gleichwie_der_regen_und_schnee_vom_himmel_fallt_bwv_18_iv_aria__mein_seelenschatz_ist_gottes_wort-88-117,-0.81950443983078,mp3/0/american_bach_soloists-j_s__bach__cantatas_volume_v-04-gleichwie_der_regen_und_schnee_vom_himmel_fallt_bwv_18_iv_aria__mein_seelenschatz_ist_gottes_wort-88-117.mp3
mtat_american_bach_soloists-j_s__bach__cantatas_volume_v-06-weinen_klagen_sorgen_zagen_bwv_12_i_sinfonia-0-29,-0.5197423696517944,mp3/0/american_bach_soloists-j_s__bach__cantatas_volume_v-06-weinen_klagen_sorgen_zagen_bwv_12_i_sinfonia-0-29.mp3
mtat_american_bach_soloists-j_s__bach__cantatas_volume_v-06-weinen_klagen_sorgen_zagen_bwv_12_i_sinfonia-117-146,-0.1869325339794159,mp3/0/american_bach_soloists-j_s__bach__cantatas_volume_v-06-weinen_klagen_sorgen_zagen_bwv_12_i_sinfonia-117-146.mp3
mtat_american_bach_soloists-j_s__bach__cantatas_volume_v-06-weinen_klagen_sorgen_zagen_bwv_12_i_sinfonia-59-88,-1.3041980266571045,mp3/0/american_bach_soloists-j_s__bach__cantatas_volume_v-06-weinen_klagen_sorgen_zagen_bwv_12_i_sinfonia-59-88.mp3
mtat_american_bach_soloists-j_s__bach__cantatas_volume_v-06-weinen_klagen_sorgen_zagen_bwv_12_i_sinfonia-88-117,-1.0612998008728027,mp3/0/american_bach_soloists-j_s__bach__cantatas_volume_v-06-weinen_klagen_sorgen_zagen_bwv_12_i_sinfonia-88-117.mp3
mtat_american_bach_soloists-j_s__bach__cantatas_volume_v-07-weinen_klagen_sorgen_zagen_bwv_12_ii_chorus__weinen_klagen_sorgen_zagen-117-146,-1.387834906578064,mp3/0/american_bach_soloists-j_s__bach__cantatas_volume_v-07-weinen_klagen_sorgen_zagen_bwv_12_ii_chorus__weinen_klagen_sorgen_zagen-117-146.mp3
mtat_american_bach_soloists-j_s__bach__cantatas_volume_v-07-weinen_klagen_sorgen_zagen_bwv_12_ii_chorus__weinen_klagen_sorgen_zagen-262-291,-0.6281804442405701,mp3/0/american_bach_soloists-j_s__bach__cantatas_volume_v-07-weinen_klagen_sorgen_zagen_bwv_12_ii_chorus__weinen_klagen_sorgen_zagen-262-291.mp3
mtat_american_bach_soloists-j_s__bach__cantatas_volume_v-07-weinen_klagen_sorgen_zagen_bwv_12_ii_chorus__weinen_klagen_sorgen_zagen-291-320,-1.2357251644134521,mp3/0/american_bach_soloists-j_s__bach__cantatas_volume_v-07-weinen_klagen_sorgen_zagen_bwv_12_ii_chorus__weinen_klagen_sorgen_zagen-291-320.mp3
mtat_american_bach_soloists-j_s__bach__cantatas_volume_v-07-weinen_klagen_sorgen_zagen_bwv_12_ii_chorus__weinen_klagen_sorgen_zagen-320-349,-1.4393844604492188,mp3/0/american_bach_soloists-j_s__bach__cantatas_volume_v-07-weinen_klagen_sorgen_zagen_bwv_12_ii_chorus__weinen_klagen_sorgen_zagen-320-349.mp3
mtat_american_bach_soloists-j_s__bach__cantatas_volume_v-08-weinen_klagen_sorgen_zagen_bwv_12_iii_recitative__wir_mussen_durch_viel_truebsal-0-29,-0.4943262040615082,mp3/0/american_bach_soloists-j_s__bach__cantatas_volume_v-08-weinen_klagen_sorgen_zagen_bwv_12_iii_recitative__wir_mussen_durch_viel_truebsal-0-29.mp3
mtat_american_bach_soloists-j_s__bach__cantatas_volume_v-09-weinen_klagen_sorgen_zagen_bwv_12_iv_aria__kreuz_und_krone_sind_verbunden-0-29,0.2881042957305908,mp3/0/american_bach_soloists-j_s__bach__cantatas_volume_v-09-weinen_klagen_sorgen_zagen_bwv_12_iv_aria__kreuz_und_krone_sind_verbunden-0-29.mp3
mtat_american_bach_soloists-j_s__bach__cantatas_volume_v-09-weinen_klagen_sorgen_zagen_bwv_12_iv_aria__kreuz_und_krone_sind_verbunden-117-146,-0.13559281826019287,mp3/0/american_bach_soloists-j_s__bach__cantatas_volume_v-09-weinen_klagen_sorgen_zagen_bwv_12_iv_aria__kreuz_und_krone_sind_verbunden-117-146.mp3
mtat_american_bach_soloists-j_s__bach__cantatas_volume_v-09-weinen_klagen_sorgen_zagen_bwv_12_iv_aria__kreuz_und_krone_sind_verbunden-146-175,-0.6445477604866028,mp3/0/american_bach_soloists-j_s__bach__cantatas_volume_v-09-weinen_klagen_sorgen_zagen_bwv_12_iv_aria__kreuz_und_krone_sind_verbunden-146-175.mp3
mtat_american_bach_soloists-j_s__bach__cantatas_volume_v-09-weinen_klagen_sorgen_zagen_bwv_12_iv_aria__kreuz_und_krone_sind_verbunden-175-204,-0.8365539908409119,mp3/0/american_bach_soloists-j_s__bach__cantatas_volume_v-09-weinen_klagen_sorgen_zagen_bwv_12_iv_aria__kreuz_und_krone_sind_verbunden-175-204.mp3
mtat_american_bach_soloists-j_s__bach__cantatas_volume_v-09-weinen_klagen_sorgen_zagen_bwv_12_iv_aria__kreuz_und_krone_sind_verbunden-204-233,0.3416195809841156,mp3/0/american_bach_soloists-j_s__bach__cantatas_volume_v-09-weinen_klagen_sorgen_zagen_bwv_12_iv_aria__kreuz_und_krone_sind_verbunden-204-233.mp3
mtat_american_bach_soloists-j_s__bach__cantatas_volume_v-09-weinen_klagen_sorgen_zagen_bwv_12_iv_aria__kreuz_und_krone_sind_verbunden-262-291,-0.023652955889701843,mp3/0/american_bach_soloists-j_s__bach__cantatas_volume_v-09-weinen_klagen_sorgen_zagen_bwv_12_iv_aria__kreuz_und_krone_sind_verbunden-262-291.mp3
mtat_american_bach_soloists-j_s__bach__cantatas_volume_v-09-weinen_klagen_sorgen_zagen_bwv_12_iv_aria__kreuz_und_krone_sind_verbunden-291-320,-1.1245732307434082,mp3/0/american_bach_soloists-j_s__bach__cantatas_volume_v-09-weinen_klagen_sorgen_zagen_bwv_12_iv_aria__kreuz_und_krone_sind_verbunden-291-320.mp3
mtat_american_bach_soloists-j_s__bach__cantatas_volume_v-09-weinen_klagen_sorgen_zagen_bwv_12_iv_aria__kreuz_und_krone_sind_verbunden-320-349,-0.8149531483650208,mp3/0/american_bach_soloists-j_s__bach__cantatas_volume_v-09-weinen_klagen_sorgen_zagen_bwv_12_iv_aria__kreuz_und_krone_sind_verbunden-320-349.mp3
mtat_american_bach_soloists-j_s__bach__cantatas_volume_v-09-weinen_klagen_sorgen_zagen_bwv_12_iv_aria__kreuz_und_krone_sind_verbunden-349-378,-0.8591777682304382,mp3/0/american_bach_soloists-j_s__bach__cantatas_volume_v-09-weinen_klagen_sorgen_zagen_bwv_12_iv_aria__kreuz_und_krone_sind_verbunden-349-378.mp3
mtat_american_bach_soloists-j_s__bach__cantatas_volume_v-09-weinen_klagen_sorgen_zagen_bwv_12_iv_aria__kreuz_und_krone_sind_verbunden-59-88,-0.7039552927017212,mp3/0/american_bach_soloists-j_s__bach__cantatas_volume_v-09-weinen_klagen_sorgen_zagen_bwv_12_iv_aria__kreuz_und_krone_sind_verbunden-59-88.mp3
mtat_american_bach_soloists-j_s__bach__cantatas_volume_v-09-weinen_klagen_sorgen_zagen_bwv_12_iv_aria__kreuz_und_krone_sind_verbunden-88-117,-0.9138748049736023,mp3/0/american_bach_soloists-j_s__bach__cantatas_volume_v-09-weinen_klagen_sorgen_zagen_bwv_12_iv_aria__kreuz_und_krone_sind_verbunden-88-117.mp3
mtat_american_bach_soloists-j_s__bach__cantatas_volume_v-10-weinen_klagen_sorgen_zagen_bwv_12_v_aria__ich_folge_christo_nach-0-29,-0.41667085886001587,mp3/0/american_bach_soloists-j_s__bach__cantatas_volume_v-10-weinen_klagen_sorgen_zagen_bwv_12_v_aria__ich_folge_christo_nach-0-29.mp3
mtat_american_bach_soloists-j_s__bach__cantatas_volume_v-10-weinen_klagen_sorgen_zagen_bwv_12_v_aria__ich_folge_christo_nach-88-117,-0.6931166648864746,mp3/0/american_bach_soloists-j_s__bach__cantatas_volume_v-10-weinen_klagen_sorgen_zagen_bwv_12_v_aria__ich_folge_christo_nach-88-117.mp3
mtat_american_bach_soloists-j_s__bach__cantatas_volume_v-11-weinen_klagen_sorgen_zagen_bwv_12_vi_aria__sei_getreu-0-29,0.5318986177444458,mp3/0/american_bach_soloists-j_s__bach__cantatas_volume_v-11-weinen_klagen_sorgen_zagen_bwv_12_vi_aria__sei_getreu-0-29.mp3
mtat_american_bach_soloists-j_s__bach__cantatas_volume_v-11-weinen_klagen_sorgen_zagen_bwv_12_vi_aria__sei_getreu-117-146,-0.5328596234321594,mp3/0/american_bach_soloists-j_s__bach__cantatas_volume_v-11-weinen_klagen_sorgen_zagen_bwv_12_vi_aria__sei_getreu-117-146.mp3
mtat_american_bach_soloists-j_s__bach__cantatas_volume_v-11-weinen_klagen_sorgen_zagen_bwv_12_vi_aria__sei_getreu-233-262,-0.19310516119003296,mp3/0/american_bach_soloists-j_s__bach__cantatas_volume_v-11-weinen_klagen_sorgen_zagen_bwv_12_vi_aria__sei_getreu-233-262.mp3
mtat_american_bach_soloists-j_s__bach__cantatas_volume_v-11-weinen_klagen_sorgen_zagen_bwv_12_vi_aria__sei_getreu-30-59,-0.94511878490448,mp3/0/american_bach_soloists-j_s__bach__cantatas_volume_v-11-weinen_klagen_sorgen_zagen_bwv_12_vi_aria__sei_getreu-30-59.mp3
mtat_american_bach_soloists-j_s__bach__cantatas_volume_v-11-weinen_klagen_sorgen_zagen_bwv_12_vi_aria__sei_getreu-59-88,-1.1063086986541748,mp3/0/american_bach_soloists-j_s__bach__cantatas_volume_v-11-weinen_klagen_sorgen_zagen_bwv_12_vi_aria__sei_getreu-59-88.mp3
mtat_american_bach_soloists-j_s__bach__cantatas_volume_v-11-weinen_klagen_sorgen_zagen_bwv_12_vi_aria__sei_getreu-88-117,-0.7605203986167908,mp3/0/american_bach_soloists-j_s__bach__cantatas_volume_v-11-weinen_klagen_sorgen_zagen_bwv_12_vi_aria__sei_getreu-88-117.mp3
mtat_american_bach_soloists-j_s__bach__cantatas_volume_v-13-nun_komm_der_heiden_heiland_bwv_61_i_ouverture__nun_komm_der_heiden_heiland-117-146,-1.0374270677566528,mp3/0/american_bach_soloists-j_s__bach__cantatas_volume_v-13-nun_komm_der_heiden_heiland_bwv_61_i_ouverture__nun_komm_der_heiden_heiland-117-146.mp3
mtat_american_bach_soloists-j_s__bach__cantatas_volume_v-13-nun_komm_der_heiden_heiland_bwv_61_i_ouverture__nun_komm_der_heiden_heiland-146-175,-0.8184947371482849,mp3/0/american_bach_soloists-j_s__bach__cantatas_volume_v-13-nun_komm_der_heiden_heiland_bwv_61_i_ouverture__nun_komm_der_heiden_heiland-146-175.mp3
mtat_american_bach_soloists-j_s__bach__cantatas_volume_v-13-nun_komm_der_heiden_heiland_bwv_61_i_ouverture__nun_komm_der_heiden_heiland-30-59,-1.1817147731781006,mp3/0/american_bach_soloists-j_s__bach__cantatas_volume_v-13-nun_komm_der_heiden_heiland_bwv_61_i_ouverture__nun_komm_der_heiden_heiland-30-59.mp3
mtat_american_bach_soloists-j_s__bach__cantatas_volume_v-13-nun_komm_der_heiden_heiland_bwv_61_i_ouverture__nun_komm_der_heiden_heiland-59-88,-0.7236555814743042,mp3/0/american_bach_soloists-j_s__bach__cantatas_volume_v-13-nun_komm_der_heiden_heiland_bwv_61_i_ouverture__nun_komm_der_heiden_heiland-59-88.mp3
mtat_american_bach_soloists-j_s__bach__cantatas_volume_v-14-nun_komm_der_heiden_heiland_bwv_61_ii_recitative__der_heiland_ist_gekommen-0-29,-1.109855055809021,mp3/0/american_bach_soloists-j_s__bach__cantatas_volume_v-14-nun_komm_der_heiden_heiland_bwv_61_ii_recitative__der_heiland_ist_gekommen-0-29.mp3
mtat_american_bach_soloists-j_s__bach__cantatas_volume_v-14-nun_komm_der_heiden_heiland_bwv_61_ii_recitative__der_heiland_ist_gekommen-30-59,-0.890464723110199,mp3/0/american_bach_soloists-j_s__bach__cantatas_volume_v-14-nun_komm_der_heiden_heiland_bwv_61_ii_recitative__der_heiland_ist_gekommen-30-59.mp3
mtat_american_bach_soloists-j_s__bach__cantatas_volume_v-15-nun_komm_der_heiden_heiland_bwv_61_iii_aria__komm_jesu_komm_zu_deiner_kirche-0-29,-0.24986064434051514,mp3/0/american_bach_soloists-j_s__bach__cantatas_volume_v-15-nun_komm_der_heiden_heiland_bwv_61_iii_aria__komm_jesu_komm_zu_deiner_kirche-0-29.mp3
mtat_american_bach_soloists-j_s__bach__cantatas_volume_v-15-nun_komm_der_heiden_heiland_bwv_61_iii_aria__komm_jesu_komm_zu_deiner_kirche-117-146,-1.0618658065795898,mp3/0/american_bach_soloists-j_s__bach__cantatas_volume_v-15-nun_komm_der_heiden_heiland_bwv_61_iii_aria__komm_jesu_komm_zu_deiner_kirche-117-146.mp3
mtat_american_bach_soloists-j_s__bach__cantatas_volume_v-15-nun_komm_der_heiden_heiland_bwv_61_iii_aria__komm_jesu_komm_zu_deiner_kirche-146-175,-1.291788101196289,mp3/0/american_bach_soloists-j_s__bach__cantatas_volume_v-15-nun_komm_der_heiden_heiland_bwv_61_iii_aria__komm_jesu_komm_zu_deiner_kirche-146-175.mp3
mtat_american_bach_soloists-j_s__bach__cantatas_volume_v-15-nun_komm_der_heiden_heiland_bwv_61_iii_aria__komm_jesu_komm_zu_deiner_kirche-59-88,-0.5045644044876099,mp3/0/american_bach_soloists-j_s__bach__cantatas_volume_v-15-nun_komm_der_heiden_heiland_bwv_61_iii_aria__komm_jesu_komm_zu_deiner_kirche-59-88.mp3
mtat_american_bach_soloists-j_s__bach__cantatas_volume_v-15-nun_komm_der_heiden_heiland_bwv_61_iii_aria__komm_jesu_komm_zu_deiner_kirche-88-117,-0.4059760868549347,mp3/0/american_bach_soloists-j_s__bach__cantatas_volume_v-15-nun_komm_der_heiden_heiland_bwv_61_iii_aria__komm_jesu_komm_zu_deiner_kirche-88-117.mp3
mtat_american_bach_soloists-j_s__bach__cantatas_volume_v-16-nun_komm_der_heiden_heiland_bwv_61_iv_recitative__siehe_ich_stehe_vor_der_tur-30-59,-2.5159082412719727,mp3/0/american_bach_soloists-j_s__bach__cantatas_volume_v-16-nun_komm_der_heiden_heiland_bwv_61_iv_recitative__siehe_ich_stehe_vor_der_tur-30-59.mp3
mtat_american_bach_soloists-j_s__bach__cantatas_volume_v-17-nun_komm_der_heiden_heiland_bwv_61_v_aria__offne_dich_mein_ganzes_herze-0-29,0.8720478415489197,mp3/0/american_bach_soloists-j_s__bach__cantatas_volume_v-17-nun_komm_der_heiden_heiland_bwv_61_v_aria__offne_dich_mein_ganzes_herze-0-29.mp3
mtat_american_bach_soloists-j_s__bach__cantatas_volume_v-17-nun_komm_der_heiden_heiland_bwv_61_v_aria__offne_dich_mein_ganzes_herze-117-146,0.9703636765480042,mp3/0/american_bach_soloists-j_s__bach__cantatas_volume_v-17-nun_komm_der_heiden_heiland_bwv_61_v_aria__offne_dich_mein_ganzes_herze-117-146.mp3
mtat_american_bach_soloists-j_s__bach__cantatas_volume_v-17-nun_komm_der_heiden_heiland_bwv_61_v_aria__offne_dich_mein_ganzes_herze-30-59,-0.7131357789039612,mp3/0/american_bach_soloists-j_s__bach__cantatas_volume_v-17-nun_komm_der_heiden_heiland_bwv_61_v_aria__offne_dich_mein_ganzes_herze-30-59.mp3
mtat_american_bach_soloists-j_s__bach__cantatas_volume_v-17-nun_komm_der_heiden_heiland_bwv_61_v_aria__offne_dich_mein_ganzes_herze-88-117,0.18415328860282898,mp3/0/american_bach_soloists-j_s__bach__cantatas_volume_v-17-nun_komm_der_heiden_heiland_bwv_61_v_aria__offne_dich_mein_ganzes_herze-88-117.mp3
mtat_american_bach_soloists-j_s__bach__transcriptions_of_italian_music-01-concerto_in_a_minor_for_four_harpsichords_bwv_1065_i_allegro-0-29,-0.7592023015022278,mp3/0/american_bach_soloists-j_s__bach__transcriptions_of_italian_music-01-concerto_in_a_minor_for_four_harpsichords_bwv_1065_i_allegro-0-29.mp3
mtat_american_bach_soloists-j_s__bach__transcriptions_of_italian_music-01-concerto_in_a_minor_for_four_harpsichords_bwv_1065_i_allegro-204-233,-0.35467439889907837,mp3/0/american_bach_soloists-j_s__bach__transcriptions_of_italian_music-01-concerto_in_a_minor_for_four_harpsichords_bwv_1065_i_allegro-204-233.mp3
mtat_american_bach_soloists-j_s__bach__transcriptions_of_italian_music-01-concerto_in_a_minor_for_four_harpsichords_bwv_1065_i_allegro-30-59,-1.3881361484527588,mp3/0/american_bach_soloists-j_s__bach__transcriptions_of_italian_music-01-concerto_in_a_minor_for_four_harpsichords_bwv_1065_i_allegro-30-59.mp3
mtat_american_bach_soloists-j_s__bach__transcriptions_of_italian_music-01-concerto_in_a_minor_for_four_harpsichords_bwv_1065_i_allegro-59-88,-0.817014217376709,mp3/0/american_bach_soloists-j_s__bach__transcriptions_of_italian_music-01-concerto_in_a_minor_for_four_harpsichords_bwv_1065_i_allegro-59-88.mp3
mtat_american_bach_soloists-j_s__bach__transcriptions_of_italian_music-01-concerto_in_a_minor_for_four_harpsichords_bwv_1065_i_allegro-88-117,-1.3538271188735962,mp3/0/american_bach_soloists-j_s__bach__transcriptions_of_italian_music-01-concerto_in_a_minor_for_four_harpsichords_bwv_1065_i_allegro-88-117.mp3
mtat_american_bach_soloists-j_s__bach__transcriptions_of_italian_music-02-concerto_in_a_minor_for_four_harpsichords_bwv_1065_ii_largo-0-29,-1.4568142890930176,mp3/0/american_bach_soloists-j_s__bach__transcriptions_of_italian_music-02-concerto_in_a_minor_for_four_harpsichords_bwv_1065_ii_largo-0-29.mp3
mtat_american_bach_soloists-j_s__bach__transcriptions_of_italian_music-02-concerto_in_a_minor_for_four_harpsichords_bwv_1065_ii_largo-59-88,-1.5824460983276367,mp3/0/american_bach_soloists-j_s__bach__transcriptions_of_italian_music-02-concerto_in_a_minor_for_four_harpsichords_bwv_1065_ii_largo-59-88.mp3
mtat_american_bach_soloists-j_s__bach__transcriptions_of_italian_music-02-concerto_in_a_minor_for_four_harpsichords_bwv_1065_ii_largo-88-117,-1.7115072011947632,mp3/0/american_bach_soloists-j_s__bach__transcriptions_of_italian_music-02-concerto_in_a_minor_for_four_harpsichords_bwv_1065_ii_largo-88-117.mp3
mtat_american_bach_soloists-j_s__bach__transcriptions_of_italian_music-03-concerto_in_a_minor_for_four_harpsichords_bwv_1065_iii_allegro-117-146,-1.2209128141403198,mp3/0/american_bach_soloists-j_s__bach__transcriptions_of_italian_music-03-concerto_in_a_minor_for_four_harpsichords_bwv_1065_iii_allegro-117-146.mp3
mtat_american_bach_soloists-j_s__bach__transcriptions_of_italian_music-03-concerto_in_a_minor_for_four_harpsichords_bwv_1065_iii_allegro-146-175,-0.8095020651817322,mp3/0/american_bach_soloists-j_s__bach__transcriptions_of_italian_music-03-concerto_in_a_minor_for_four_harpsichords_bwv_1065_iii_allegro-146-175.mp3
mtat_american_bach_soloists-j_s__bach__transcriptions_of_italian_music-03-concerto_in_a_minor_for_four_harpsichords_bwv_1065_iii_allegro-30-59,0.12484622001647949,mp3/0/american_bach_soloists-j_s__bach__transcriptions_of_italian_music-03-concerto_in_a_minor_for_four_harpsichords_bwv_1065_iii_allegro-30-59.mp3
mtat_american_bach_soloists-j_s__bach__transcriptions_of_italian_music-04-psalm_51_tilge_hochster_meine_sunden_i_largo_verse_1-30-59,-0.0006539337337017059,mp3/0/american_bach_soloists-j_s__bach__transcriptions_of_italian_music-04-psalm_51_tilge_hochster_meine_sunden_i_largo_verse_1-30-59.mp3
mtat_american_bach_soloists-j_s__bach__transcriptions_of_italian_music-04-psalm_51_tilge_hochster_meine_sunden_i_largo_verse_1-88-117,0.7713599801063538,mp3/0/american_bach_soloists-j_s__bach__transcriptions_of_italian_music-04-psalm_51_tilge_hochster_meine_sunden_i_largo_verse_1-88-117.mp3
mtat_american_bach_soloists-j_s__bach__transcriptions_of_italian_music-05-psalm_51_tilge_hochster_meine_sunden_ii_andante_verse_2-88-117,-0.6737383008003235,mp3/0/american_bach_soloists-j_s__bach__transcriptions_of_italian_music-05-psalm_51_tilge_hochster_meine_sunden_ii_andante_verse_2-88-117.mp3
mtat_american_bach_soloists-j_s__bach__transcriptions_of_italian_music-06-psalm_51_tilge_hochster_meine_sunden_iii_larghetto_verse_3-0-29,-0.4592594802379608,mp3/0/american_bach_soloists-j_s__bach__transcriptions_of_italian_music-06-psalm_51_tilge_hochster_meine_sunden_iii_larghetto_verse_3-0-29.mp3
mtat_american_bach_soloists-j_s__bach__transcriptions_of_italian_music-06-psalm_51_tilge_hochster_meine_sunden_iii_larghetto_verse_3-117-146,0.5364094376564026,mp3/0/american_bach_soloists-j_s__bach__transcriptions_of_italian_music-06-psalm_51_tilge_hochster_meine_sunden_iii_larghetto_verse_3-117-146.mp3
mtat_american_bach_soloists-j_s__bach__transcriptions_of_italian_music-06-psalm_51_tilge_hochster_meine_sunden_iii_larghetto_verse_3-30-59,-0.46867164969444275,mp3/0/american_bach_soloists-j_s__bach__transcriptions_of_italian_music-06-psalm_51_tilge_hochster_meine_sunden_iii_larghetto_verse_3-30-59.mp3
mtat_american_bach_soloists-j_s__bach__transcriptions_of_italian_music-06-psalm_51_tilge_hochster_meine_sunden_iii_larghetto_verse_3-59-88,-0.5553369522094727,mp3/0/american_bach_soloists-j_s__bach__transcriptions_of_italian_music-06-psalm_51_tilge_hochster_meine_sunden_iii_larghetto_verse_3-59-88.mp3
mtat_american_bach_soloists-j_s__bach__transcriptions_of_italian_music-07-psalm_51_tilge_hochster_meine_sunden_iv_andante_verse_4-0-29,-0.24681976437568665,mp3/0/american_bach_soloists-j_s__bach__transcriptions_of_italian_music-07-psalm_51_tilge_hochster_meine_sunden_iv_andante_verse_4-0-29.mp3
mtat_american_bach_soloists-j_s__bach__transcriptions_of_italian_music-07-psalm_51_tilge_hochster_meine_sunden_iv_andante_verse_4-59-88,-0.18256857991218567,mp3/0/american_bach_soloists-j_s__bach__transcriptions_of_italian_music-07-psalm_51_tilge_hochster_meine_sunden_iv_andante_verse_4-59-88.mp3
